Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
SRR3667040_1	(16.0, 1.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 15.0)	(20.0, 68.0)	(21.0, 161.0)	(22.0, 298.0)	(23.0, 539.0)	(24.0, 897.0)	(25.0, 1536.0)	(26.0, 2922.0)	(27.0, 3530.0)	(28.0, 2094.0)	(29.0, 2424.0)	(30.0, 2795.0)	(31.0, 2885.0)	(32.0, 3513.0)	(33.0, 4573.0)	(34.0, 6035.0)	(35.0, 9505.0)	(36.0, 22810.0)	(37.0, 116610.0)	(38.0, 14962.0)														
SRR3667040_2	(14.0, 2.0)	(15.0, 43.0)	(16.0, 230.0)	(17.0, 369.0)	(18.0, 313.0)	(19.0, 410.0)	(20.0, 637.0)	(21.0, 1136.0)	(22.0, 1845.0)	(23.0, 3151.0)	(24.0, 3579.0)	(25.0, 2709.0)	(26.0, 2515.0)	(27.0, 2335.0)	(28.0, 2466.0)	(29.0, 2869.0)	(30.0, 3379.0)	(31.0, 4002.0)	(32.0, 4990.0)	(33.0, 6403.0)	(34.0, 8575.0)	(35.0, 13342.0)	(36.0, 24337.0)	(37.0, 87633.0)	(38.0, 20905.0)												
SRR3667041_1	(14.0, 7.0)	(15.0, 21.0)	(16.0, 80.0)	(17.0, 109.0)	(18.0, 101.0)	(19.0, 163.0)	(20.0, 270.0)	(21.0, 604.0)	(22.0, 976.0)	(23.0, 1400.0)	(24.0, 1933.0)	(25.0, 2458.0)	(26.0, 3079.0)	(27.0, 3704.0)	(28.0, 4545.0)	(29.0, 5546.0)	(30.0, 6778.0)	(31.0, 8608.0)	(32.0, 10873.0)	(33.0, 14440.0)	(34.0, 20613.0)	(35.0, 32418.0)	(36.0, 57247.0)	(37.0, 43830.0)													
SRR3667041_2	(12.0, 17.0)	(13.0, 84.0)	(14.0, 113.0)	(15.0, 143.0)	(16.0, 316.0)	(17.0, 462.0)	(18.0, 622.0)	(19.0, 837.0)	(20.0, 1040.0)	(21.0, 1374.0)	(22.0, 1859.0)	(23.0, 2484.0)	(24.0, 3440.0)	(25.0, 4991.0)	(26.0, 6551.0)	(27.0, 9300.0)	(28.0, 12600.0)	(29.0, 15967.0)	(30.0, 20752.0)	(31.0, 25521.0)	(32.0, 29749.0)	(33.0, 33971.0)	(34.0, 31350.0)	(35.0, 14960.0)	(36.0, 1300.0)												
SRR3667042_1	(18.0, 3.0)	(19.0, 17.0)	(20.0, 40.0)	(21.0, 92.0)	(22.0, 159.0)	(23.0, 286.0)	(24.0, 508.0)	(25.0, 672.0)	(26.0, 1056.0)	(27.0, 1494.0)	(28.0, 1700.0)	(29.0, 2180.0)	(30.0, 2770.0)	(31.0, 3495.0)	(32.0, 4550.0)	(33.0, 5940.0)	(34.0, 7948.0)	(35.0, 12187.0)	(36.0, 28504.0)	(37.0, 154146.0)	(38.0, 23875.0)																
SRR3667042_2	(15.0, 20.0)	(16.0, 165.0)	(17.0, 504.0)	(18.0, 476.0)	(19.0, 684.0)	(20.0, 1003.0)	(21.0, 1382.0)	(22.0, 1871.0)	(23.0, 2482.0)	(24.0, 3371.0)	(25.0, 3583.0)	(26.0, 3433.0)	(27.0, 3657.0)	(28.0, 4218.0)	(29.0, 4825.0)	(30.0, 5883.0)	(31.0, 6808.0)	(32.0, 8236.0)	(33.0, 10302.0)	(34.0, 13792.0)	(35.0, 20658.0)	(36.0, 39452.0)	(37.0, 101721.0)	(38.0, 13096.0)													
SRR3667043_1	(2.0, 39.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 2.0)	(19.0, 11.0)	(20.0, 18.0)	(21.0, 38.0)	(22.0, 64.0)	(23.0, 86.0)	(24.0, 117.0)	(25.0, 211.0)	(26.0, 242.0)	(27.0, 389.0)	(28.0, 469.0)	(29.0, 593.0)	(30.0, 745.0)	(31.0, 953.0)	(32.0, 1166.0)	(33.0, 1546.0)	(34.0, 2272.0)	(35.0, 3682.0)	(36.0, 7649.0)	(37.0, 55487.0)	(38.0, 21041.0)
SRR3667043_2	(2.0, 24.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 3.0)	(16.0, 32.0)	(17.0, 94.0)	(18.0, 106.0)	(19.0, 79.0)	(20.0, 109.0)	(21.0, 154.0)	(22.0, 194.0)	(23.0, 237.0)	(24.0, 276.0)	(25.0, 346.0)	(26.0, 398.0)	(27.0, 506.0)	(28.0, 576.0)	(29.0, 656.0)	(30.0, 779.0)	(31.0, 963.0)	(32.0, 1265.0)	(33.0, 1693.0)	(34.0, 2587.0)	(35.0, 4096.0)	(36.0, 8069.0)	(37.0, 38019.0)	(38.0, 35560.0)
SRR3667044_1	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 12.0)	(20.0, 20.0)	(21.0, 53.0)	(22.0, 96.0)	(23.0, 147.0)	(24.0, 233.0)	(25.0, 375.0)	(26.0, 507.0)	(27.0, 604.0)	(28.0, 816.0)	(29.0, 1043.0)	(30.0, 1324.0)	(31.0, 1612.0)	(32.0, 2142.0)	(33.0, 2809.0)	(34.0, 3945.0)	(35.0, 6182.0)	(36.0, 14822.0)	(37.0, 94519.0)	(38.0, 12891.0)
SRR3667044_2	(15.0, 10.0)	(16.0, 74.0)	(17.0, 159.0)	(18.0, 155.0)	(19.0, 127.0)	(20.0, 149.0)	(21.0, 203.0)	(22.0, 242.0)	(23.0, 322.0)	(24.0, 431.0)	(25.0, 541.0)	(26.0, 687.0)	(27.0, 770.0)	(28.0, 947.0)	(29.0, 1144.0)	(30.0, 1470.0)	(31.0, 1777.0)	(32.0, 2306.0)	(33.0, 3205.0)	(34.0, 4496.0)	(35.0, 6910.0)	(36.0, 13681.0)	(37.0, 70771.0)	(38.0, 33577.0)													
SRR3667045_1	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 4.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 15.0)	(20.0, 33.0)	(21.0, 93.0)	(22.0, 151.0)	(23.0, 258.0)	(24.0, 399.0)	(25.0, 568.0)	(26.0, 754.0)	(27.0, 1005.0)	(28.0, 1230.0)	(29.0, 1503.0)	(30.0, 1933.0)	(31.0, 2490.0)	(32.0, 3130.0)	(33.0, 4184.0)	(34.0, 6057.0)	(35.0, 9649.0)	(36.0, 23399.0)	(37.0, 156042.0)	(38.0, 23314.0)
SRR3667045_2	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 3.0)	(15.0, 25.0)	(16.0, 137.0)	(17.0, 334.0)	(18.0, 342.0)	(19.0, 325.0)	(20.0, 283.0)	(21.0, 371.0)	(22.0, 462.0)	(23.0, 555.0)	(24.0, 640.0)	(25.0, 850.0)	(26.0, 1114.0)	(27.0, 1357.0)	(28.0, 1561.0)	(29.0, 1873.0)	(30.0, 2246.0)	(31.0, 2927.0)	(32.0, 3742.0)	(33.0, 4902.0)	(34.0, 7155.0)	(35.0, 11348.0)	(36.0, 23308.0)	(37.0, 115265.0)	(38.0, 55091.0)
